name,year,km_driven,fuel,seller_type,transmission,owner,selling_price
Maruti Wagon R LXI,2011,28481,0,1,0,1,26000
Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,100000,0,0,0,1,35000
Mahindra XUV500 W8 2WD,2013,41988,1,1,0,1,75000
Maruti Wagon R LXI,2009,30375,0,1,0,1,18000
Renault KWID Climber 1.0 AMT BSIV,2017,7658,0,1,1,1,35000
Maruti Swift Dzire VDI,2017,34400,1,1,0,1,61100
Renault KWID RXL BSIV,2017,18500,0,1,0,1,32500
Maruti Alto VXi,2015,26134,0,1,0,1,28000
Maruti Wagon R AMT VXI,2014,28942,0,1,1,1,30000
Mahindra XUV500 W8 2WD,2012,53600,1,1,0,1,71100
Toyota Innova 2.5 G (1) 8 Seater,2015,53652,1,1,0,1,85100
Maruti Ritz VDi,2011,52895,1,1,0,1,26000
Hyundai Verna SX 1,2013,42324,1,1,0,2,55000
Mahindra XUV500 W10 1.99 mHawk,2016,65000,1,1,0,1,104499
Mahindra Scorpio EX,2012,60236,1,1,0,1,55000
Maruti Wagon R VXI BS IV,2014,70000,0,0,0,2,21000
Maruti Wagon R VXI BS IV,2014,70000,0,0,0,3,21000
Mahindra Xylo E8,2009,100000,1,0,0,2,29000
Fiat 500 Lounge,2008,110000,1,0,0,1,25099
Renault Triber RXT BSIV,2019,10300,0,0,0,1,60000
Fiat Grande Punto EVO 1.3 Active,2014,120000,1,0,0,2,27000
Tata New Safari 4X4 EX,2012,142000,1,0,0,1,55000
Mahindra TUV 300 mHAWK100 T8,2017,25000,1,0,0,1,80000
Tata Altroz XE,2020,5000,0,0,0,1,50000
Hyundai Creta 1.6 CRDi SX,2016,52600,1,0,0,1,53500
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2016,28643,0,1,0,1,39600
Honda City i DTEC VX,2014,50000,1,0,0,1,60000
Maruti Wagon R ZXI 1.2,2019,30000,0,1,0,1,57500
Hyundai Santro Sportz BSIV,2020,5000,0,0,0,1,52000
Mahindra XUV500 AT W10 FWD,2018,30000,1,0,1,1,140000
Maruti Baleno Delta 1,2018,7600,0,0,1,1,60000
Chevrolet Beat 1 LS,2013,47253,1,1,0,1,19500
Maruti Alto K10 VXI AGS,2015,4432,0,1,1,2,28100
Tata Indica GLS BS IV,2010,110000,0,0,0,2,7500
Hyundai Grand i10 Sportz,2014,25000,0,0,0,1,40000
Tata Indica Vista Terra 1.4 TDI,2009,70000,1,0,0,2,9300
Hyundai i20 Active S 0,2016,68523,0,1,0,1,56000
Hyundai EON 1.0 Era Plus,2019,5000,0,0,0,1,40000
Tata Tigor 1.2 Revotron XT,2018,40000,0,0,0,1,45999
Hyundai Xcent 1.2 CRDi E,2017,43000,1,0,0,1,45000
Maruti Alto Green LXi (2),2010,80251,2,1,0,2,8800
Hyundai i20 1.2 Era,2010,34500,0,0,0,2,25000
Ford Ikon 1.4 ZXi,2000,42743,0,1,0,3,2200
Chevrolet Beat 1 LS,2013,93900,1,0,0,2,13000
Maruti Zen VXi - BS III,2004,80000,0,0,0,1,7900
Chevrolet Beat 1 LS,2012,110000,1,0,0,1,12000
BMW 7 Series 730Ld,2011,100000,1,0,1,2,170000
Chevrolet Optra Magnum 2.0 LT,2012,25000,1,0,0,1,30000
Chevrolet Optra Magnum 2.0 LT,2012,25000,1,0,0,1,30000
Maruti A-Star Lxi,2009,25000,0,0,0,1,14500
Ford Endeavour 3.2 Titanium AT 4X4,2019,20000,1,0,1,1,320000
Chevrolet Spark 1.0 LT,2013,10000,0,0,0,1,24000
Honda WR-V i-DTEC VX,2018,30000,1,0,0,1,70000
Hyundai Accent GLX,2010,110000,0,0,0,2,14500
Maruti Ertiga VDI Limited Edition,2014,80000,1,0,0,2,53500
Mahindra KUV 100 mFALCON G80 K2 Plus,2016,21000,0,0,0,1,42000
Maruti Alto K10 VXI,2016,20000,0,0,0,1,35000
Maruti Swift VDI BSIV,2015,32000,1,0,0,1,55000
Mitsubishi Montero 3.2 MT,2007,180000,1,0,0,1,75000
Tata Indica Vista Aqua 1.3 Quadrajet ABS BSIV,2012,70000,1,0,0,2,19800
Hyundai i20 Magna Optional 1.4 CRDi,2013,50000,1,0,0,1,42000
Hyundai i20 Magna Optional 1.4 CRDi,2013,50000,1,0,0,1,42000
Ford Endeavour 4x2 XLT,2004,120000,1,0,0,1,19500
Hyundai EON Sportz,2012,55766,0,0,0,2,15000
Nissan Micra XL,2011,40000,0,0,0,2,27500
Maruti 800 Std,2001,60000,0,0,0,3,6500
Maruti Swift LXi BSIV,2008,50000,0,0,0,1,20000
Maruti Swift Dzire VDi,2010,110000,1,0,0,2,25000
Renault Duster 85PS 1 RxL,2013,1000,1,1,0,2,45000
Maruti Ignis 1.3 Delta,2018,26350,1,1,0,1,59000
Maruti SX4 Vxi BSIV,2012,110000,0,0,0,2,22500
Tata Indigo CS LX (TDI) BS-III,2015,68745,1,1,0,1,22500
Maruti Alto 800 LXI,2006,132000,0,0,0,1,16500
Mahindra Bolero Power Plus SLX,2019,35000,1,0,0,1,86000
Mahindra XUV500 W6 2WD,2016,47000,1,0,0,1,90000
Tata Indigo TDI,2013,100000,1,0,0,1,18200
Tata Indica Vista Terra 1.4 TDI,2010,80000,1,0,0,1,10000
Hyundai Santro Xing XL eRLX Euro III,2006,40000,0,0,0,2,10000
Maruti Alto K10 VXI AGS,2017,27289,0,1,1,1,37500
Tata Tiago XZA AMT,2018,10980,0,1,1,1,52500
Hyundai EON Era Plus,2016,24662,0,1,0,1,32000
Maruti Swift Dzire VDI,2013,37000,1,1,0,1,52500
Nissan Evalia XV,2014,28245,1,1,0,1,65000
Hyundai Grand i10 1.2 CRDi Sportz Option,2017,27005,1,1,0,1,57500
Hyundai i10 Magna,2014,39227,0,1,0,1,35500
Mahindra KUV 100 D75 K4 Plus 5Str,2016,31367,1,1,0,1,47000
Maruti Wagon R LXI,2008,35008,0,1,0,1,22100
Hyundai Santro Xing GLS,2009,27005,0,1,0,1,19500
Maruti Zen VX,2001,86000,0,0,0,2,8500
Maruti Swift VDI,2013,50000,1,0,0,1,40000
Maruti Baleno Delta 1.3,2017,20000,1,0,0,1,65000
Hyundai i10 Magna 1.2,2010,50000,0,0,0,1,40000
Tata Manza Aura (ABS) Quadrajet BS IV,2012,80000,1,0,0,2,29500
Maruti Omni 3 STD BSIV,2006,135000,3,0,0,4,6000
Maruti Zen D PS,2003,120000,1,0,0,3,11000
Fiat Linea 1.3 Multijet Emotion,2015,113600,1,0,0,1,55000
Hyundai Santro Xing GLS,2008,70000,0,0,0,3,19000
Ford Aspire Titanium Plus 1 BSIV,2018,20000,1,1,0,1,86199
Ford Aspire Titanium Plus BSIV,2018,14000,0,1,0,1,78200
Ford Freestyle Titanium Plus 1 BSIV,2018,26000,1,1,0,1,83600
Honda City i VTEC V,2016,138925,0,1,0,1,69600
Honda Jazz 1.5 VX i DTEC,2016,121764,1,1,0,1,59600
Honda Jazz 1.2 VX i VTEC,2016,105429,0,1,0,1,61200
Maruti Alto 800 LXI,2015,35000,0,0,0,1,11499
Tata Bolt Quadrajet XE,2017,60000,1,0,0,1,34000
Maruti Swift ZXI Plus,2020,5000,0,0,0,1,55000
Chevrolet Aveo U-VA 1.2 LT,2008,70000,0,0,0,3,11499
Maruti Wagon R VXI,2000,80000,0,0,0,1,10500
Maruti Vitara Brezza ZDi,2019,20000,1,0,0,1,89000
Tata Nexon 1.2 Revotron XZ Plus,2019,8000,0,0,0,1,71500
Hyundai i20 Asta (o),2014,54000,0,1,0,2,52500
Volkswagen Jetta 2.0L TDI Highline AT,2012,55300,1,1,1,1,73500
Honda Amaze S i-VTEC,2016,11958,0,1,0,1,49500
Hyundai Creta 1.6 SX Option,2017,9000,0,1,0,1,102500
Mahindra XUV500 W8 2WD,2015,70000,1,0,0,1,75000
Renault Duster 85PS 1 RxL Optional,2013,120000,1,0,0,1,60000
Hyundai i20 Asta 1.2,2014,23122,0,1,0,2,47500
Hyundai Santro Xing XO,2007,58000,0,1,0,2,8000
Mahindra Bolero 2011-2019 SLE,2013,62200,1,1,0,1,32500
Audi A6 2.0 TDI Premium Plus,2014,34000,1,1,1,2,147000
Fiat Avventura MULTIJET Emotion,2015,53000,1,0,0,2,35000
Audi A8 4.2 TDI,2013,49000,1,1,1,1,280000
Datsun RediGO 1.0 S,2017,15000,0,1,0,2,21000
Chevrolet Cruze LT,2012,44500,1,1,0,2,34900
Volkswagen Jetta 1.4 TSI Comfortline,2013,50000,0,0,0,1,45000
Audi A4 2.0 TDI 177 Bhp Premium Plus,2013,53000,1,1,1,1,115000
Honda Civic 1.8 V AT,2009,63500,0,1,1,1,21000
Mercedes-Benz E-Class Exclusive E 200 BSIV,2018,9800,0,1,1,1,450000
Volkswagen Polo GTI,2017,13599,0,1,1,1,82500
BMW X1 sDrive 20d xLine,2017,13000,1,0,1,1,275000
Chevrolet Beat 1,2012,110000,1,0,0,1,16000
Mahindra Scorpio SLE BSIV,2014,100000,1,0,0,2,55000
Maruti Swift 1.3 VXI ABS,2006,110000,0,0,0,3,9500
Toyota Innova 2.5 G (1) 7 Seater,2014,90000,1,0,0,2,72500
Tata Tigor 1.2 Revotron XZ Option,2019,17000,0,0,0,1,67000
Maruti Alto LX,2008,140000,0,0,0,1,6500
Mahindra Xylo D4,2015,50000,1,0,0,2,50000
Mahindra KUV 100 mFALCON G80 K8 5str,2017,53000,0,0,0,1,60000
Maruti Wagon R VXI Optional,2017,70000,0,0,0,2,35000
Chevrolet Beat 1 LT,2012,70000,1,0,0,2,20000
Hyundai Getz 1.5 CRDi GVS,2008,154000,1,0,0,3,11000
Hyundai EON Sportz,2012,80000,0,0,0,1,15000
Maruti Zen D PS,2003,110000,1,0,0,2,7500
Honda Amaze EX i-Dtech,2013,90000,1,0,0,2,35000
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,15000,1,0,0,1,170000
BMW X1 sDrive20d,2011,86000,1,0,1,2,89000
Mahindra Scorpio M2DI,2014,120000,1,0,0,1,50000
Hyundai Elite i20 Sportz Plus Dual Tone BSIV,2019,5200,0,0,0,1,60000
Chevrolet Beat LS,2010,60000,0,0,0,2,9900
Hyundai i10 Era 1.1 iTech SE,2011,46000,0,0,0,1,23500
Tata Indigo GLX,2006,40000,0,0,0,2,7500
Honda City i DTEC VX,2014,90000,1,0,0,2,60000
Hyundai Verna CRDi 1.6 SX,2019,25000,1,0,0,2,100000
Hyundai Verna 1.6 SX,2012,90000,1,0,0,1,39000
Volkswagen Polo 1.5 TDI Highline,2015,70000,1,0,0,1,60000
Hyundai i20 1.2 Spotz,2017,70000,0,0,0,2,60000
Hyundai Elite i20 Magna Plus 1,2019,35000,1,0,0,2,73000
Hyundai Grand i10 1.2 Kappa Magna AT,2017,12700,0,0,1,1,45000
Maruti Ritz LDi,2011,80000,1,0,0,1,25000
Mahindra XUV500 W10 2WD,2018,20000,1,0,0,1,140000
Renault KWID 1.0 RXT Optional,2018,20000,0,0,0,1,30000
Ford EcoSport 1.5 0 Titanium BSIV,2017,19000,0,0,0,1,80000
Fiat Grande Punto Active (1),2009,95000,1,0,0,2,12500
BMW X1 sDrive 20d xLine,2019,9500,1,0,1,1,260000
Skoda Fabia 1.2 MPI Ambition Plus,2012,50000,0,0,0,1,30000
Volkswagen Polo 1 Trendline 1.2L,2012,90000,1,0,0,1,29500
Ford Ecosport 1.0 Ecoboost Platinum Edition BSIV,2013,45839,0,1,0,1,65000
Chevrolet Aveo 1.4 LS,2010,74510,0,1,0,1,20000
Chevrolet Aveo U-VA 1.2 LS,2009,87293,0,1,0,1,13000
Ford Figo 1 EXI,2012,156040,1,1,0,1,25000
Ford Endeavour 2.5L 4X2 MT,2004,93415,1,1,0,1,40000
Ford Aspire Titanium BSIV,2017,101159,0,1,0,1,43000
Hyundai EON 1.0 Kappa Magna Plus,2015,80000,0,0,0,2,17000
Tata Tiago 2019-2020 XZ,2019,12000,0,0,0,1,45000
Maruti Swift ZXI,2013,90000,0,0,0,1,35000
Chevrolet Spark 1.0 LT,2011,68519,0,1,0,1,13000
Chevrolet Beat 1 LS,2012,55130,1,1,0,1,18000
Ford Ecosport 1.0 Ecoboost Titanium Optional,2014,65239,0,1,0,1,47500
Volkswagen Polo 1.2 MPI Comfortline,2015,58182,0,1,0,1,47000
Ford Fiesta 1 Trend,2012,91245,1,1,0,1,20000
Mahindra XUV500 W8 2WD,2013,102989,1,1,0,1,65000
Honda City 1.5 E MT,2010,50000,0,0,0,1,40000
Maruti Zen VXI,2000,120000,0,0,0,1,10000
Maruti Swift Dzire VDI,2014,90000,1,0,0,1,40999
Maruti Swift VDI BSIV,2018,25000,1,0,0,1,64000
Maruti Wagon R LXI Minor,2007,80000,0,0,0,2,16000
Tata Indigo TDI,2013,100000,1,0,0,1,18200
Maruti Baleno Zeta 1.3,2018,70000,1,0,0,1,75000
Mahindra Jeep MM 550 XDB,2002,50000,1,0,0,3,15000
Maruti Alto STD,2008,100000,0,0,0,2,8000
Maruti Celerio VDi,2016,90000,1,0,0,3,24000
Maruti Esteem Lxi,2005,60000,0,0,0,3,6000
Maruti Alto LX,2007,120000,0,0,0,3,7000
Volkswagen Jetta 1.9 Highline TDI,2008,90000,1,0,1,2,28500
Maruti Swift VDI BSIV,2015,60000,1,0,0,2,35000
Hyundai i20 Active 1.4 SX with AVN,2015,30000,1,0,0,2,69900
Ford Figo 1 ZXI,2011,108000,1,0,0,2,27500
Hyundai i20 1.4 CRDi Magna,2012,160000,1,0,0,2,35000
Maruti Alto LXi BSIII,2006,90000,0,0,0,3,13500
Mahindra Xylo E4 8S,2010,120000,1,0,0,3,32500
Mahindra XUV500 W8 2WD,2012,102000,1,0,0,2,65000
Mahindra Bolero SLE,2009,178000,1,0,0,2,30000
Toyota Innova 2.5 VX (1) 8 Seater,2014,200000,1,0,0,2,120000
Ford Fiesta 0 Trend,2012,60000,0,1,0,1,45000
Tata Tiago 1.2 Revotron XE,2019,3000,0,0,0,1,42500
Maruti Alto LXi,2006,75118,0,0,0,2,15000
Maruti Ritz LDi,2013,140000,1,0,0,2,29000
Hyundai Xcent 1.2 Kappa Base,2014,60000,0,0,0,2,33500
Chevrolet Optra 1.6,2006,79000,0,1,0,4,12000
Ford Ikon 1.6 ZXI NXt,2005,25000,0,0,0,2,2000
Hyundai Getz GLS,2005,70000,0,0,0,1,25000
Hyundai Santro Xing GL Plus,2008,41723,0,0,0,2,12000
Maruti SX4 Vxi BSIV,2010,70000,0,0,0,1,25000
Tata Indigo LS,2012,70000,1,0,0,2,22000
Ford Ikon 1.3 Flair,2005,4637,0,0,0,2,6100
Maruti Swift VDI BSIV,2016,70000,1,0,0,1,62000
Maruti Swift Dzire LDIX Limited Edition,2014,100000,1,0,0,2,42500
Tata Indica Vista Aqua 1.3 Quadrajet,2009,120000,1,0,0,2,8500
Maruti Swift 1.3 DLX,2015,40000,1,0,0,2,27000
Maruti Swift Vdi BSIII,2009,220000,1,0,0,1,18000
Renault KWID 1.0 RXT Optional,2018,20000,0,0,0,1,30000
Ford EcoSport 1.5 0 Titanium BSIV,2017,19000,0,0,0,1,80000
Fiat Grande Punto Active (1),2009,95000,1,0,0,2,12500
Mahindra KUV 100 mFALCON G80 K2,2017,30000,0,0,0,1,45000
Tata New Safari DICOR 2.2 VX 4x4,2012,42655,1,0,0,1,45000
Renault KWID 1.0 RXL,2017,43000,0,0,0,2,25000
Toyota Innova 2.5 VX 8 STR BSIV,2012,70000,1,0,0,1,72500
Hyundai i20 Magna,2010,55000,0,0,0,1,25000
Fiat Punto 1.3 Active,2010,80000,1,0,0,2,9900
Renault KWID 1.0,2017,55000,0,0,0,1,35000
Hyundai Xcent 1.2 VTVT E Plus,2018,70000,0,0,0,1,51100
Maruti Ritz VDi,2012,80000,1,0,0,1,30000
Audi Q5 2.0 TFSI Quattro,2010,110000,0,0,1,1,110000
Hyundai i10 Sportz 1.2,2010,60000,0,0,0,3,12500
Tata Tiago 1.2 Revotron XZ,2018,30000,0,0,0,1,50000
Renault Duster 85PS 1 RxL,2013,80000,1,0,0,2,38500
Skoda Rapid 1.6 MPI Elegance,2012,90000,0,0,0,1,35000
Maruti 800 Std BSIII,2003,50000,0,0,0,1,6000
Hyundai Santro Xing GLS,2012,50000,0,0,0,1,30000
Hyundai i20 1.4 CRDi Asta,2012,70000,1,0,0,1,40000
Ford Ecosport 1.5 DV5 MT Titanium,2014,110000,1,0,0,1,55000
Nissan Sunny XL,2012,80000,0,0,0,2,30000
Maruti Swift VDI,2012,156000,1,0,0,1,25000
Toyota Innova 2.5 GX 7 STR,2012,180000,1,0,0,1,80000
Maruti Eeco 5 Seater AC BSIV,2018,25000,0,0,0,1,30000
Maruti Alto LX,2004,120000,0,0,0,1,8000
Mahindra Scorpio S5 BSIV,2020,11000,1,0,0,1,120000
Renault KWID AMT,2017,40000,0,0,1,1,35500
Maruti Swift Dzire VDI,2015,50000,1,0,0,1,52000
Hyundai Verna 1.6 CRDI,2012,26000,1,0,0,1,50000
Maruti Alto LXi,2008,30000,0,0,0,1,11499
Toyota Fortuner 4x2 0,2014,50000,1,0,0,1,180000
Mahindra TUV 300 T6 Plus,2018,20000,1,0,0,1,80000
Maruti Alto LXi BSIII,2008,30000,0,0,0,2,10500
Maruti Alto LXi,2011,78000,0,0,0,1,13500
Maruti Wagon R VXI BS IV,2011,40000,0,0,0,2,17000
Hyundai Verna 1.6 SX VTVT,2014,100000,0,0,0,1,55000
Honda City 1.5 V MT,2009,70000,0,0,0,3,25000
Hyundai Elantra CRDi SX,2014,30000,1,0,0,2,65000
Honda City 1.5 V AT Exclusive,2008,77000,0,0,1,3,21000
Volkswagen Vento 1 Highline,2011,150000,1,0,0,1,26000
Maruti Swift Dzire ZDI,2016,69000,1,0,0,1,75000
Toyota Innova Crysta 2.8 GX AT BSIV,2016,120000,1,0,1,1,135000
Maruti Ritz VDi,2012,120000,1,0,0,2,22000
Hyundai Getz 1.3 GLS,2008,110000,0,0,0,2,11000
Mahindra XUV500 AT W8 FWD,2017,70000,1,0,1,1,123000
Mahindra Quanto C6,2013,110000,1,0,0,1,22000
Tata Indigo LX Dicor,2009,50000,1,0,0,1,13000
Hyundai i20 1.2 Magna,2012,44000,0,0,0,1,33000
Honda City 1.5 S MT,2010,90000,0,0,0,2,25499
Hyundai Verna 1.6 SX VTVT (O),2014,50000,0,0,0,2,60000
Hyundai i10 Magna,2012,50000,0,0,0,1,21000
Chevrolet Enjoy TCDi LT 7 Seater,2014,146000,1,0,0,1,30000
Tata Tiago 1.2 Revotron XTA,2018,15000,0,0,1,1,42600
Maruti Alto K10 VXI,2015,60000,0,0,0,1,26500
Hyundai Xcent 1.2 Kappa SX,2016,35000,0,0,0,2,45000
Hyundai Verna 1.6 SX,2012,80000,1,0,0,1,48000
Tata Nano Lx,2010,90000,0,0,0,1,4000
Honda City 1.5 S MT,2011,70000,0,0,0,2,39500
Maruti Wagon R VXI BS IV,2013,62000,0,0,0,2,22999
Ford Ecosport 1.5 0 Titanium Plus AT,2018,10000,0,0,1,1,87500
Maruti Eeco 5 STR With AC Plus HTR 2,2010,80000,2,0,0,4,17000
Hyundai i20 Sportz 1.2,2015,35000,0,0,0,2,50000
Renault Duster 85PS 1 RxL,2013,1000,1,1,0,2,45000
Mercedes-Benz C-Class Progressive C 220d,2018,10000,1,1,1,1,380000
Audi A4 3.0 TDI Quattro,2013,86000,1,1,1,1,158000
BMW X5 xDrive 30d xLine,2019,30000,1,1,1,1,495000
Hyundai Creta 1.6 CRDi SX,2016,52600,1,0,0,1,53500
Maruti SX4 Vxi BSIV,2012,110000,0,0,0,2,22500
Hyundai Grand i10 1.2 Kappa Magna AT,2017,19890,0,1,1,1,55000
Maruti Swift ZXI BSIV,2016,7104,0,2,0,1,67000
Maruti Ertiga VXI,2015,11918,0,2,0,1,62500
Hyundai Grand i10 Magna AT,2017,10510,0,1,1,1,52000
Chevrolet Beat LT Option,2016,41000,0,1,0,1,23900
Toyota Fortuner 4x2 AT,2017,47162,1,2,1,1,260000
Maruti S-Cross Zeta DDiS 200 SH,2015,45974,1,2,0,1,75000
Hyundai i10 Magna,2012,49824,0,1,0,1,22999
Audi A6 2.0 TDI Premium Plus,2013,58500,1,1,1,1,130000
Hyundai Santro GS,2005,56580,0,1,0,1,8000
Skoda Laura Ambiente 2.0 TDI CR MT,2012,52000,1,1,0,1,38500
Hyundai Verna 1.6 VTVT SX,2015,55340,0,2,0,1,76000
Maruti Swift Dzire VDI,2017,46507,1,2,0,1,60000
Maruti Ignis 1.2 Sigma BSIV,2019,40000,0,0,0,1,45000
Maruti Ignis 1.2 Sigma BSIV,2019,40000,0,0,0,1,45000
Maruti Ertiga VDI,2012,120000,1,0,0,3,55000
Tata Manza Aura Safire BS IV,2013,60000,0,0,0,1,20000
Tata Indica GLS BS IV,2008,90000,0,0,0,2,8000
Tata New Safari DICOR 2.2 EX 4x2,2010,250000,1,0,0,2,30000
Ford Aspire Titanium Plus 1 BSIV,2019,15000,1,0,0,1,67500
Maruti Eeco 7 Seater Standard BSIV,2017,30000,0,0,0,1,26000
Hyundai Grand i10 1.2 Kappa Asta,2019,15000,0,0,0,1,50000
Hyundai EON Sportz,2012,55766,0,0,0,2,15000
Maruti Alto LXi,2006,80000,0,0,0,1,10000
Maruti Wagon R LXI,2001,117000,0,0,0,2,7000
Maruti Alto LX,2004,70000,0,0,0,1,10000
Toyota Innova 2.5 VX (1) 7 Seater,2012,110000,1,0,0,2,73000
Nissan Terrano XL 85 PS,2016,100000,1,0,0,2,52500
Nissan Terrano XL 85 PS,2016,105000,1,0,0,2,52500
Toyota Innova 2.5 V 1 7-seater,2009,182000,1,0,0,3,55000
Toyota Corolla Altis 1 D4DJ,2012,95000,1,0,0,2,42000
Honda Amaze SX i-VTEC,2015,70000,0,0,0,1,50000
Maruti Wagon R LXI Minor,2009,76000,0,0,0,2,16500
Hyundai Verna 1.6 SX,2014,70000,1,0,0,2,65000
Chevrolet Beat 1 LT,2013,46000,1,0,0,1,19500
Maruti Zen LX,1999,70000,0,0,0,1,7500
Hyundai Accent CRDi,2005,120000,1,0,0,2,10000
Toyota Innova Crysta 2.4 VX MT BSIV,2017,25000,1,0,0,1,177000
Maruti Esteem Lxi - BSIII,2006,90000,0,0,0,1,9000
Hyundai Xcent 1.1 CRDi Base,2016,50000,1,0,0,1,51500
Honda Jazz 1.5 VX i DTEC,2017,24585,1,1,0,2,70000
Maruti Zen LX,2001,70000,0,0,0,1,6200
Toyota Etios GD SP,2011,110000,1,0,0,3,22000
Hyundai Santro Magna 2 BSIV,2019,10000,2,0,0,1,52000
Fiat Linea Emotion,2010,100000,0,0,0,1,17000
Ford Figo 1 Titanium,2011,110000,1,0,0,2,19000
Ford Figo 1 Titanium,2011,100000,1,0,0,2,15000
Maruti Zen Estilo LXI BS IV,2009,65000,0,0,0,1,12500
Honda Amaze EX i-Dtech,2015,40000,1,0,0,3,29000
Maruti Celerio X ZXI BSIV,2019,13900,0,0,0,1,49000
Tata Tigor 1.2 Revotron XZ Option,2017,17563,0,0,0,1,43499
Tata Zest Revotron 1.2T XE,2016,15000,0,0,0,1,38000
Volkswagen Polo 1 Trendline 1.2L,2012,82000,1,0,0,2,20000
Ford Figo 1.5D Trend MT,2016,40000,1,0,0,1,49500
Toyota Innova 2.5 Z 1 7 Seater BS IV,2014,173000,1,0,0,3,89499
Mahindra XUV500 W6 2WD,2014,151000,1,0,0,2,60000
Honda Brio S MT,2015,50000,0,0,0,1,30000
Honda Amaze E i-VTEC,2017,15000,0,0,0,1,43000
Honda Amaze E i-DTEC,2017,80000,1,0,0,1,37000
Maruti Baleno Zeta 1.2,2019,11000,0,0,0,1,75000
Maruti Alto K10 LXI 2 Optional,2016,50000,2,0,0,1,30000
BMW X1 sDrive20d,2012,120000,1,0,1,2,70000
Maruti Wagon R LXI DUO BSIII,2007,70000,3,0,0,3,10000
Hyundai Grand i10 Sportz,2015,90000,0,0,0,1,30000
Tata Indica Vista Quadrajet VX,2012,185000,1,0,0,2,13000
Hyundai i20 Asta Option 1.4 CRDi,2016,40000,1,0,0,1,65000
Maruti Swift VDI BSIV,2017,25000,1,0,0,1,50999
Toyota Innova 2.5 VX (1) 7 Seater,2013,117780,1,0,0,2,100000
Hyundai Verna CRDi SX,2010,120000,1,0,0,2,28000
Maruti Swift DDiS VDI,2017,120000,1,0,0,1,60000
Skoda Rapid 1.6 TDI Ambition,2013,120000,1,0,0,3,21000
Audi Q3 2.0 TDI Quattro Premium Plus,2014,110000,1,0,1,2,115000
Hyundai EON Magna Plus,2018,30000,0,0,0,1,22999
Hyundai EON Magna Plus,2018,30000,0,0,0,1,24500
Mahindra Scorpio S4 4WD,2015,60000,1,0,0,1,60000
Hyundai Grand i10 Sportz,2016,25000,0,0,0,1,37500
Mahindra Scorpio 1.99 S10,2015,55000,1,0,0,2,15000
Mahindra XUV500 W10 2WD,2018,20000,1,0,0,1,145000
Maruti Ertiga VDI,2014,100000,1,0,0,2,50000
Maruti Alto LXi,2007,40000,0,0,0,2,7500
Hyundai Sonata AT Leather,2006,80000,0,0,1,3,22500
Hyundai Sonata 2.4L AT,2006,80000,0,0,1,4,27500
Mahindra Bolero Power Plus SLX,2018,35000,1,0,0,1,62000
Nissan X-Trail SLX MT,2010,110000,1,0,0,2,60000
Mahindra Xylo E8 ABS Airbag BSIV,2011,160000,1,0,0,1,27500
Tata Indigo TDI,2013,125000,1,0,0,1,12500
Tata Indigo GLS,2011,62000,0,0,0,2,8000
Nissan Micra 1 XV,2011,120000,1,0,0,2,19900
Nissan Micra XL,2016,33000,0,0,0,2,44000
Maruti Swift Dzire LDI,2013,80000,1,0,0,4,25000
Hyundai i20 1.4 Sportz,2017,35000,1,0,0,1,70000
Hyundai Grand i10 CRDi Asta Option,2015,50000,1,0,0,1,45000
Maruti Alto 800 Std Optional,2019,5000,0,0,0,1,24000
Hyundai Xcent 1.2 Kappa SX,2016,12000,0,0,0,1,35000
Ford EcoSport 1.5 TDCi Titanium BSIV,2016,81595,1,1,0,1,65000
Hyundai Getz GLS ABS,2005,22000,0,0,0,1,7100
Maruti Swift VXI Optional,2015,40000,0,0,0,1,40000
Maruti Alto LXi BSIII,2008,40000,0,0,0,2,13000
Mahindra Scorpio 2.6 CRDe SLE,2013,70000,1,0,0,2,30000
Nissan Kicks XL D BSIV,2019,4000,1,0,0,1,110000
BMW 3 Series 320d Luxury Line,2015,24000,1,0,1,1,220000
Honda Amaze VX i-VTEC,2018,13500,0,1,0,1,80000
Maruti Ritz VDI (ABS) BS IV,2013,40000,1,0,0,1,49000
Honda Jazz 1.2 VX i VTEC,2018,9700,0,1,0,1,83600
Volkswagen Polo 0 Comfortline 1.2L,2012,62000,0,0,0,2,37500
Honda BR-V i-DTEC VX MT,2016,24000,1,1,0,1,124900
Honda WR-V i-DTEC VX,2019,13000,1,1,0,1,124000
Tata Nano Std BSII,2009,50000,0,0,0,3,3500
Honda BR-V i-VTEC VX MT,2017,36000,0,1,0,1,106800
Honda BR-V i-DTEC VX MT,2017,40000,1,1,0,1,118900
Hyundai Elite i20 0 Asta Option,2018,27000,0,0,0,1,70000
Maruti Alto K10 VXI,2016,40000,0,0,0,1,35000
Hyundai i10 Magna 1.2,2009,80000,0,0,0,2,25499
Mahindra Scorpio 2.6 CRDe,2005,221000,1,0,0,3,22999
Hyundai i20 Asta Option 1.4 CRDi,2016,80000,1,0,0,1,75000
Maruti Ritz VDi,2012,119000,1,0,0,2,32500
Toyota Innova 2.5 G4 1 7-seater,2009,190000,1,0,0,2,76000
Maruti Celerio ZXI AT,2017,25000,0,0,1,1,50999
Nissan Micra XL,2013,28740,0,0,0,1,36300
Maruti Alto K10 LXI,2010,48500,0,0,0,1,22999
